gender,age,income,year_joined,received-to-viewed-ratio,received-to-completed-ratio,average_transaction_value,number_of_transactions,predicted_cluster
F,33.0,54000.0,2016,50.0,100.0,13.630714285714282,14.0,4
M,63.0,78000.0,2018,100.0,25.0,20.86,1.0,3
M,77.0,42000.0,2017,80.0,0.0,2.7016666666666667,6.0,3
F,49.0,57000.0,2017,40.0,20.0,3.355555555555556,9.0,6
M,53.0,104000.0,2017,83.33333333333334,100.0,26.95375,8.0,0
F,61.0,87000.0,2016,60.0,60.0,23.9275,8.0,2
M,60.0,38000.0,2015,60.0,80.0,9.760833333333334,12.0,1
F,44.0,60000.0,2017,100.0,100.0,15.181818181818182,11.0,4
M,69.0,62000.0,2015,100.0,40.0,18.294,5.0,0
M,39.0,71000.0,2018,75.0,0.0,6.165,2.0,6
F,38.0,55000.0,2015,75.0,50.0,4.323888888888889,18.0,1
F,83.0,99000.0,2017,75.0,75.0,29.151666666666667,6.0,2
F,63.0,94000.0,2016,80.0,80.0,25.57,10.0,0
F,41.0,41000.0,2015,50.0,0.0,3.3787500000000006,8.0,1
M,54.0,39000.0,2017,50.0,25.0,2.045833333333333,12.0,6
M,41.0,55000.0,2018,80.0,40.0,14.955999999999998,5.0,3
F,56.0,69000.0,2017,25.0,25.0,2.85625,8.0,6
M,50.0,98000.0,2018,33.33333333333333,50.0,26.7,1.0,2
M,58.0,55000.0,2015,100.0,50.0,10.808666666666669,15.0,1
M,39.0,61000.0,2017,66.66666666666666,50.0,4.11375,16.0,4
F,60.0,55000.0,2017,100.0,75.0,16.229999999999997,5.0,3
F,60.0,74000.0,2016,60.0,60.0,17.869999999999997,5.0,2
M,24.0,38000.0,2018,75.0,0.0,1.4725,4.0,6
M,48.0,57000.0,2016,100.0,66.66666666666666,13.969,10.0,4
M,50.0,110000.0,2018,83.33333333333334,50.0,35.526666666666664,3.0,2
F,41.0,67000.0,2017,100.0,25.0,3.622222222222222,9.0,3
M,45.0,84000.0,2015,100.0,66.66666666666666,23.43857142857143,7.0,0
M,48.0,93000.0,2016,75.0,75.0,23.241111111111113,9.0,0
M,59.0,87000.0,2018,60.0,40.0,19.096666666666668,3.0,2
M,43.0,45000.0,2018,100.0,0.0,3.7079999999999997,5.0,3
F,56.0,67000.0,2017,50.0,100.0,18.002,15.0,4
M,54.0,93000.0,2016,100.0,100.0,21.768333333333334,12.0,0
F,48.0,47000.0,2018,66.66666666666666,33.33333333333333,10.983333333333334,9.0,6
M,63.0,49000.0,2017,50.0,33.33333333333333,2.3316666666666666,6.0,6
M,47.0,35000.0,2017,50.0,25.0,1.8817647058823528,17.0,4
M,52.0,56000.0,2016,100.0,0.0,3.258666666666667,15.0,1
F,58.0,78000.0,2016,66.66666666666666,100.0,23.490000000000002,4.0,2
M,78.0,39000.0,2015,83.33333333333334,33.33333333333333,2.454,20.0,1
M,43.0,40000.0,2014,75.0,25.0,3.2286363636363644,22.0,1
M,68.0,61000.0,2017,50.0,0.0,2.835,4.0,6
M,18.0,48000.0,2015,20.0,0.0,2.5036363636363634,11.0,6
F,39.0,85000.0,2016,100.0,75.0,23.15285714285714,7.0,0
M,74.0,99000.0,2018,100.0,50.0,23.726666666666663,3.0,3
F,53.0,98000.0,2017,80.0,40.0,29.77,5.0,2
F,61.0,67000.0,2015,100.0,80.0,18.336999999999996,20.0,0
M,23.0,54000.0,2018,33.33333333333333,0.0,2.6300000000000003,8.0,6
M,46.0,55000.0,2017,100.0,20.0,9.99,3.0,3
M,51.0,78000.0,2017,80.0,0.0,25.37,1.0,3
M,77.0,86000.0,2018,80.0,40.0,25.578,5.0,3
F,79.0,91000.0,2017,80.0,40.0,22.765,6.0,2
M,41.0,41000.0,2015,66.66666666666666,16.666666666666664,2.381538461538461,13.0,1
F,60.0,78000.0,2016,83.33333333333334,83.33333333333334,24.395714285714284,7.0,0
F,54.0,47000.0,2017,83.33333333333334,50.0,12.493636363636362,11.0,4
O,63.0,89000.0,2015,100.0,100.0,20.823749999999997,8.0,0
M,73.0,76000.0,2018,100.0,20.0,15.945,2.0,3
M,47.0,77000.0,2018,83.33333333333334,33.33333333333333,20.91,3.0,3
M,84.0,82000.0,2016,100.0,50.0,17.752,5.0,0
M,20.0,56000.0,2017,83.33333333333334,16.666666666666664,2.3141666666666665,12.0,6
F,24.0,35000.0,2015,66.66666666666666,0.0,2.4382352941176473,17.0,1
F,58.0,71000.0,2017,100.0,50.0,19.214000000000002,5.0,3
M,35.0,40000.0,2017,16.666666666666664,16.666666666666664,3.6620000000000004,5.0,6
M,57.0,33000.0,2017,50.0,0.0,3.7266666666666666,3.0,6
M,87.0,55000.0,2015,50.0,33.33333333333333,2.8923529411764703,17.0,1
F,86.0,84000.0,2015,66.66666666666666,100.0,22.891666666666666,6.0,0
F,57.0,100000.0,2018,60.0,40.0,24.584999999999997,4.0,2
M,61.0,112000.0,2017,60.0,80.0,28.686,5.0,2
M,25.0,53000.0,2017,66.66666666666666,33.33333333333333,2.278571428571429,7.0,6
M,38.0,31000.0,2015,75.0,75.0,1.9574999999999998,24.0,1
M,94.0,50000.0,2014,100.0,75.0,11.030000000000001,7.0,0
M,59.0,61000.0,2015,100.0,80.0,15.24,13.0,0
F,61.0,72000.0,2016,66.66666666666666,100.0,15.553333333333333,3.0,0
M,31.0,64000.0,2017,66.66666666666666,33.33333333333333,5.671666666666667,6.0,6
F,75.0,53000.0,2017,100.0,40.0,15.437999999999999,5.0,3
M,51.0,65000.0,2018,75.0,25.0,3.9325,4.0,3
M,68.0,74000.0,2017,100.0,75.0,21.011111111111113,9.0,0
M,86.0,71000.0,2018,40.0,40.0,5.133333333333333,3.0,2
F,62.0,117000.0,2018,50.0,75.0,28.26666666666667,6.0,2
M,61.0,64000.0,2018,66.66666666666666,0.0,6.6475,4.0,6
F,63.0,57000.0,2018,66.66666666666666,33.33333333333333,3.4462499999999996,8.0,3
F,26.0,52000.0,2017,66.66666666666666,33.33333333333333,11.760769230769231,13.0,4
F,50.0,77000.0,2015,100.0,75.0,20.746000000000002,10.0,0
F,45.0,93000.0,2017,100.0,66.66666666666666,28.513333333333332,12.0,0
F,88.0,64000.0,2016,100.0,75.0,15.285999999999998,10.0,0
F,50.0,92000.0,2017,50.0,50.0,19.497500000000002,4.0,2
F,65.0,119000.0,2017,100.0,80.0,24.684666666666665,15.0,0
M,55.0,76000.0,2017,66.66666666666666,66.66666666666666,21.166,10.0,0
M,71.0,95000.0,2016,83.33333333333334,50.0,24.486666666666665,9.0,0
F,34.0,46000.0,2015,100.0,33.33333333333333,8.86923076923077,13.0,1
M,81.0,65000.0,2017,75.0,25.0,5.28,1.0,3
F,65.0,98000.0,2013,66.66666666666666,33.33333333333333,29.8575,4.0,2
F,63.0,62000.0,2018,100.0,25.0,12.65,1.0,3
M,73.0,58000.0,2016,100.0,80.0,16.646666666666665,6.0,0
F,84.0,77000.0,2018,50.0,50.0,29.375,2.0,2
M,63.0,70000.0,2017,40.0,100.0,23.258000000000003,10.0,2
F,24.0,51000.0,2018,50.0,100.0,14.222,10.0,4
M,36.0,74000.0,2013,50.0,50.0,4.64,8.0,1
M,56.0,69000.0,2016,100.0,33.33333333333333,19.548333333333332,6.0,3
F,65.0,119000.0,2017,100.0,25.0,36.24666666666667,3.0,2
M,71.0,114000.0,2016,75.0,100.0,26.797000000000004,10.0,0
M,71.0,118000.0,2017,80.0,100.0,18.77,5.0,2
M,61.0,39000.0,2017,60.0,40.0,2.620714285714286,14.0,4
O,73.0,88000.0,2018,100.0,33.33333333333333,27.472500000000004,4.0,3
M,19.0,73000.0,2018,100.0,33.33333333333333,18.645999999999997,5.0,3
F,64.0,34000.0,2017,25.0,75.0,7.7360000000000015,5.0,6
F,66.0,112000.0,2017,40.0,60.0,32.266666666666666,6.0,2
M,37.0,59000.0,2018,100.0,20.0,17.046666666666667,3.0,3
M,22.0,49000.0,2016,40.0,60.0,11.466363636363637,11.0,4
F,54.0,96000.0,2018,100.0,33.33333333333333,24.002499999999998,4.0,3
M,62.0,73000.0,2018,75.0,0.0,21.605,2.0,3
F,50.0,75000.0,2018,75.0,75.0,20.177272727272726,11.0,4
F,80.0,87000.0,2017,60.0,100.0,19.12,6.0,2
M,55.0,112000.0,2015,60.0,60.0,24.7925,4.0,2
M,40.0,50000.0,2017,83.33333333333334,83.33333333333334,3.604090909090908,22.0,4
M,43.0,52000.0,2015,100.0,50.0,15.121052631578952,19.0,1
M,61.0,53000.0,2017,100.0,100.0,40.14071428571429,14.0,0
F,32.0,43000.0,2017,60.0,60.0,10.110526315789475,19.0,4
F,68.0,32000.0,2017,100.0,100.0,8.53611111111111,18.0,4
F,66.0,104000.0,2017,33.33333333333333,33.33333333333333,31.386666666666667,3.0,2
M,36.0,35000.0,2017,83.33333333333334,16.666666666666664,3.4875,4.0,6
M,38.0,60000.0,2017,100.0,75.0,15.554000000000002,5.0,3
F,80.0,54000.0,2015,50.0,100.0,12.885714285714288,7.0,0
F,82.0,68000.0,2018,100.0,75.0,16.318666666666665,15.0,0
M,45.0,74000.0,2015,100.0,60.0,18.313636363636366,11.0,0
M,89.0,63000.0,2017,66.66666666666666,66.66666666666666,3.685714285714287,14.0,0
F,45.0,94000.0,2017,100.0,20.0,23.0,2.0,3
M,59.0,35000.0,2018,80.0,0.0,2.044,5.0,6
M,22.0,44000.0,2018,66.66666666666666,33.33333333333333,11.479999999999999,6.0,6
F,67.0,50000.0,2017,100.0,100.0,13.855416666666665,24.0,4
F,30.0,41000.0,2016,66.66666666666666,0.0,2.9122222222222223,9.0,6
F,53.0,100000.0,2016,40.0,20.0,22.836666666666662,3.0,2
M,32.0,58000.0,2016,33.33333333333333,66.66666666666666,19.73375,8.0,4
F,51.0,73000.0,2016,100.0,66.66666666666666,18.271764705882354,17.0,4
F,38.0,66000.0,2017,100.0,40.0,13.17,1.0,3
F,52.0,45000.0,2014,100.0,0.0,4.1850000000000005,8.0,1
M,55.0,68000.0,2016,50.0,25.0,4.000000000000001,11.0,1
M,81.0,41000.0,2017,50.0,0.0,2.0774999999999997,4.0,6
F,51.0,67000.0,2014,50.0,50.0,4.010555555555555,18.0,1
F,71.0,74000.0,2015,50.0,50.0,16.740000000000002,4.0,2
M,45.0,84000.0,2016,100.0,100.0,17.113333333333333,9.0,0
M,49.0,71000.0,2015,100.0,75.0,15.166666666666666,6.0,0
M,62.0,48000.0,2017,100.0,60.0,11.183333333333334,9.0,3
F,65.0,99000.0,2015,100.0,80.0,24.9475,8.0,0
F,50.0,63000.0,2018,100.0,75.0,17.633636363636363,11.0,4
F,20.0,60000.0,2018,100.0,0.0,2.175,8.0,6
F,49.0,31000.0,2018,100.0,66.66666666666666,34.54375,8.0,4
M,55.0,83000.0,2017,100.0,50.0,27.662499999999998,4.0,3
M,58.0,54000.0,2014,100.0,60.0,3.4589999999999996,20.0,1
F,95.0,64000.0,2017,100.0,100.0,13.963750000000001,8.0,0
F,83.0,99000.0,2018,50.0,25.0,27.004,5.0,2
F,56.0,70000.0,2016,60.0,100.0,18.686666666666667,6.0,0
M,66.0,54000.0,2017,50.0,33.33333333333333,3.466,10.0,6
M,87.0,74000.0,2017,50.0,0.0,1.7420000000000002,5.0,6
M,55.0,89000.0,2016,75.0,75.0,24.119999999999997,4.0,0
F,52.0,114000.0,2017,50.0,100.0,26.588,5.0,2
F,59.0,83000.0,2016,80.0,60.0,23.25,6.0,0
F,59.0,51000.0,2016,50.0,50.0,11.953333333333333,6.0,6
F,49.0,74000.0,2017,80.0,20.0,26.38,1.0,3
F,62.0,46000.0,2014,66.66666666666666,66.66666666666666,3.732,15.0,1
F,56.0,80000.0,2015,60.0,60.0,19.365,12.0,0
F,51.0,97000.0,2017,100.0,80.0,27.83285714285714,7.0,0
F,47.0,62000.0,2014,100.0,100.0,15.534285714285714,7.0,0
M,38.0,96000.0,2016,100.0,25.0,25.095999999999997,5.0,3
M,43.0,44000.0,2018,80.0,40.0,3.368571428571428,7.0,6
M,43.0,72000.0,2016,100.0,40.0,17.247142857142855,7.0,3
M,49.0,84000.0,2015,100.0,100.0,20.1475,8.0,0
F,36.0,57000.0,2017,50.0,50.0,3.8233333333333337,24.0,4
F,45.0,58000.0,2016,100.0,83.33333333333334,14.749285714285714,14.0,4
M,43.0,60000.0,2017,80.0,60.0,15.2825,12.0,4
F,18.0,67000.0,2017,80.0,80.0,16.641538461538463,13.0,4
M,40.0,41000.0,2016,80.0,20.0,2.7591666666666668,12.0,1
F,83.0,114000.0,2017,20.0,0.0,33.68666666666667,3.0,2
M,49.0,65000.0,2018,40.0,0.0,2.645,4.0,6
F,51.0,106000.0,2017,66.66666666666666,66.66666666666666,32.0225,4.0,2
M,25.0,55000.0,2018,75.0,0.0,3.0416666666666665,6.0,6
M,71.0,55000.0,2018,50.0,0.0,3.082,5.0,6
M,58.0,71000.0,2017,50.0,25.0,5.52,6.0,6
M,53.0,36000.0,2014,66.66666666666666,0.0,2.080714285714286,14.0,1
F,83.0,93000.0,2017,100.0,75.0,23.24,12.0,0
M,46.0,56000.0,2016,100.0,100.0,15.036153846153844,13.0,4
F,69.0,97000.0,2017,100.0,100.0,24.685714285714283,14.0,0
M,51.0,73000.0,2017,100.0,100.0,20.932727272727274,22.0,4
M,61.0,68000.0,2018,83.33333333333334,16.666666666666664,5.541250000000001,8.0,3
F,81.0,101000.0,2017,40.0,100.0,27.241250000000004,8.0,2
M,60.0,41000.0,2018,75.0,0.0,3.4200000000000004,5.0,6
M,48.0,75000.0,2015,100.0,100.0,20.228125000000002,16.0,0
F,48.0,87000.0,2015,60.0,40.0,24.15,8.0,2
M,73.0,63000.0,2014,83.33333333333334,66.66666666666666,17.96461538461538,13.0,1
F,41.0,89000.0,2018,80.0,100.0,21.478333333333328,6.0,0
F,39.0,77000.0,2016,100.0,100.0,17.823076923076925,13.0,0
M,31.0,56000.0,2017,50.0,0.0,9.175,2.0,6
M,38.0,61000.0,2017,75.0,0.0,3.7399999999999998,5.0,6
F,46.0,36000.0,2017,75.0,100.0,8.159411764705883,17.0,4
M,87.0,72000.0,2014,80.0,60.0,4.588181818181818,22.0,1
F,53.0,83000.0,2015,20.0,100.0,27.191666666666666,6.0,2
F,93.0,48000.0,2013,75.0,50.0,3.218461538461539,13.0,1
M,42.0,41000.0,2015,100.0,33.33333333333333,48.25749999999999,8.0,0
M,54.0,79000.0,2015,100.0,80.0,21.464117647058824,17.0,0
M,47.0,53000.0,2018,83.33333333333334,33.33333333333333,16.5075,4.0,3
M,75.0,109000.0,2017,80.0,0.0,18.87,1.0,3
F,79.0,61000.0,2018,100.0,40.0,4.435714285714285,7.0,3
F,36.0,64000.0,2017,80.0,80.0,16.083333333333332,6.0,4
M,30.0,43000.0,2017,40.0,0.0,2.653888888888889,18.0,6
M,34.0,50000.0,2013,75.0,25.0,2.035294117647059,17.0,1
F,39.0,78000.0,2016,100.0,60.0,20.970666666666666,15.0,4
F,52.0,87000.0,2016,100.0,75.0,23.575,6.0,0
M,43.0,34000.0,2016,83.33333333333334,83.33333333333334,32.071333333333335,15.0,4
M,75.0,38000.0,2018,20.0,0.0,2.448,5.0,6
M,47.0,40000.0,2017,50.0,0.0,3.41,4.0,6
F,60.0,117000.0,2018,80.0,80.0,26.9875,4.0,2
M,31.0,43000.0,2018,50.0,33.33333333333333,2.59,4.0,6
M,70.0,35000.0,2018,60.0,80.0,8.712222222222222,9.0,4
F,49.0,36000.0,2018,40.0,20.0,4.7175,4.0,6
M,48.0,56000.0,2017,83.33333333333334,16.666666666666664,2.383,10.0,6
M,37.0,36000.0,2017,40.0,0.0,0.67,1.0,6
F,67.0,67000.0,2015,100.0,20.0,16.4975,8.0,0
M,48.0,65000.0,2015,80.0,80.0,16.385,8.0,0
M,69.0,38000.0,2015,100.0,60.0,8.645294117647058,17.0,1
M,66.0,32000.0,2017,100.0,0.0,2.4116666666666666,6.0,3
M,38.0,56000.0,2017,100.0,25.0,18.240000000000002,2.0,3
F,59.0,90000.0,2017,75.0,100.0,22.548571428571428,7.0,0
M,43.0,65000.0,2018,75.0,75.0,19.444,5.0,3
M,43.0,41000.0,2014,50.0,33.33333333333333,2.1654999999999993,20.0,1
F,68.0,108000.0,2017,80.0,100.0,24.645,6.0,2
M,60.0,45000.0,2018,75.0,0.0,2.6675,4.0,6
M,53.0,39000.0,2015,80.0,80.0,7.944444444444445,9.0,1
M,34.0,50000.0,2018,80.0,40.0,9.964545454545457,11.0,4
M,77.0,64000.0,2018,66.66666666666666,50.0,3.495,10.0,3
F,88.0,73000.0,2017,100.0,80.0,18.418749999999996,16.0,0
F,62.0,88000.0,2018,83.33333333333334,16.666666666666664,27.009999999999998,2.0,3
M,63.0,86000.0,2014,100.0,40.0,20.122000000000003,5.0,0
M,70.0,99000.0,2017,66.66666666666666,100.0,27.356250000000003,8.0,2
M,38.0,33000.0,2018,75.0,0.0,8.036666666666667,6.0,6
F,44.0,39000.0,2018,60.0,0.0,2.8137499999999998,8.0,6
F,40.0,50000.0,2018,100.0,0.0,9.83,2.0,3
M,51.0,99000.0,2018,83.33333333333334,33.33333333333333,25.810000000000002,2.0,3
F,72.0,60000.0,2013,66.66666666666666,33.33333333333333,3.909411764705883,17.0,1
M,22.0,45000.0,2017,66.66666666666666,16.666666666666664,3.577142857142857,7.0,6
M,72.0,49000.0,2017,75.0,0.0,2.235,2.0,3
M,70.0,37000.0,2017,80.0,60.0,8.245714285714287,7.0,3
M,23.0,65000.0,2014,50.0,66.66666666666666,3.8538095238095242,21.0,1
M,38.0,75000.0,2018,100.0,16.666666666666664,24.13333333333333,3.0,3
F,71.0,67000.0,2015,100.0,60.0,17.740909090909092,11.0,0
M,50.0,51000.0,2013,100.0,33.33333333333333,162.92333333333332,3.0,5
M,72.0,35000.0,2014,100.0,60.0,3.602083333333333,24.0,1
M,43.0,31000.0,2018,75.0,25.0,6.087999999999999,5.0,6
M,63.0,70000.0,2016,100.0,60.0,4.183888888888889,18.0,4
M,73.0,46000.0,2018,60.0,20.0,4.768,5.0,6
M,53.0,57000.0,2015,100.0,60.0,11.837499999999999,4.0,0
F,37.0,57000.0,2018,100.0,80.0,16.765,2.0,3
M,45.0,44000.0,2014,75.0,50.0,2.8623076923076924,13.0,1
M,59.0,61000.0,2018,100.0,16.666666666666664,16.475,2.0,3
M,74.0,51000.0,2016,80.0,80.0,13.351818181818182,11.0,0
M,18.0,36000.0,2016,40.0,40.0,10.476,10.0,6
F,94.0,84000.0,2016,80.0,20.0,16.39,2.0,2
M,38.0,33000.0,2016,75.0,50.0,3.075500000000001,20.0,4
F,67.0,50000.0,2016,75.0,25.0,15.735000000000001,4.0,3
F,46.0,36000.0,2015,25.0,75.0,9.583636363636364,11.0,1
M,82.0,41000.0,2017,50.0,0.0,2.785,2.0,6
F,65.0,71000.0,2018,40.0,0.0,21.695,2.0,6
F,66.0,34000.0,2017,75.0,50.0,1.9752941176470586,17.0,4
F,65.0,57000.0,2016,100.0,80.0,14.978888888888886,9.0,0
F,54.0,52000.0,2016,80.0,40.0,11.627,10.0,4
M,63.0,113000.0,2017,60.0,100.0,24.079,10.0,2
F,50.0,110000.0,2018,75.0,25.0,19.28,3.0,2
M,64.0,81000.0,2017,80.0,0.0,22.643333333333334,3.0,3
M,66.0,50000.0,2017,50.0,16.666666666666664,3.8250000000000006,6.0,6
F,76.0,62000.0,2016,100.0,80.0,13.941666666666665,12.0,0
F,56.0,82000.0,2017,80.0,20.0,25.87166666666667,6.0,3
M,49.0,75000.0,2017,66.66666666666666,66.66666666666666,19.891,10.0,4
F,29.0,53000.0,2015,66.66666666666666,100.0,15.498823529411762,17.0,4
F,51.0,56000.0,2016,100.0,80.0,52.347,10.0,0
M,69.0,68000.0,2018,75.0,25.0,2.97,6.0,3
M,48.0,52000.0,2013,100.0,80.0,13.575000000000003,12.0,1
M,25.0,68000.0,2015,60.0,40.0,4.951333333333334,15.0,1
M,82.0,78000.0,2015,80.0,100.0,21.947857142857142,14.0,0
F,57.0,70000.0,2016,83.33333333333334,83.33333333333334,21.315454545454543,11.0,0
M,50.0,70000.0,2017,60.0,60.0,20.0825,8.0,2
F,74.0,72000.0,2018,40.0,0.0,4.245,4.0,6
F,49.0,59000.0,2018,80.0,40.0,16.395714285714284,7.0,3
M,80.0,88000.0,2017,40.0,80.0,19.68285714285714,7.0,2
F,62.0,81000.0,2016,100.0,80.0,23.263333333333332,12.0,0
M,63.0,50000.0,2018,50.0,25.0,14.34375,8.0,6
F,54.0,109000.0,2016,100.0,100.0,26.313333333333333,3.0,0
M,45.0,55000.0,2018,66.66666666666666,33.33333333333333,5.741999999999999,5.0,6
F,49.0,110000.0,2017,0.0,25.0,32.8025,4.0,2
M,61.0,35000.0,2017,50.0,100.0,7.683,10.0,4
M,46.0,46000.0,2017,100.0,25.0,3.5100000000000002,7.0,3
M,64.0,59000.0,2014,75.0,100.0,14.054285714285713,7.0,0
F,69.0,89000.0,2015,60.0,100.0,21.216363636363635,11.0,0
M,69.0,64000.0,2015,0.0,0.0,4.415,6.0,6
M,66.0,70000.0,2017,80.0,80.0,19.9725,8.0,0
M,60.0,56000.0,2014,75.0,50.0,3.7085714285714286,14.0,1
F,40.0,51000.0,2017,80.0,40.0,12.57909090909091,11.0,4
M,74.0,64000.0,2015,100.0,60.0,16.98,8.0,0
F,52.0,31000.0,2015,66.66666666666666,100.0,7.003,10.0,4
F,62.0,55000.0,2015,100.0,66.66666666666666,11.734444444444444,9.0,0
F,61.0,118000.0,2015,100.0,100.0,26.120624999999997,16.0,0
F,22.0,55000.0,2017,75.0,75.0,13.21,9.0,4
M,62.0,35000.0,2017,50.0,100.0,9.958000000000002,10.0,4
M,23.0,63000.0,2017,75.0,75.0,3.233333333333333,9.0,4
F,90.0,104000.0,2016,100.0,100.0,122.14222222222224,9.0,5
F,72.0,41000.0,2015,66.66666666666666,83.33333333333334,30.094,15.0,1
F,69.0,93000.0,2016,40.0,40.0,29.55666666666666,6.0,2
F,71.0,43000.0,2017,60.0,0.0,2.96,9.0,6
M,32.0,38000.0,2018,100.0,20.0,2.693333333333334,9.0,6
M,36.0,51000.0,2018,75.0,75.0,11.254444444444445,9.0,4
F,58.0,38000.0,2018,50.0,0.0,2.92,3.0,6
M,75.0,103000.0,2015,40.0,100.0,26.87375,8.0,2
F,58.0,41000.0,2017,100.0,33.33333333333333,10.765,4.0,3
M,76.0,69000.0,2017,100.0,75.0,20.2,14.0,0
F,49.0,73000.0,2013,100.0,100.0,19.74625,8.0,0
F,57.0,90000.0,2016,75.0,100.0,25.44625,8.0,0
M,33.0,54000.0,2018,33.33333333333333,0.0,4.403333333333333,3.0,6
M,54.0,39000.0,2018,83.33333333333334,100.0,9.896666666666668,18.0,4
F,48.0,82000.0,2016,66.66666666666666,100.0,19.904000000000003,5.0,0
F,66.0,62000.0,2017,100.0,50.0,16.202,10.0,3
F,46.0,73000.0,2015,100.0,83.33333333333334,17.256,5.0,0
F,51.0,91000.0,2017,83.33333333333334,16.666666666666664,20.512500000000003,4.0,3
F,67.0,58000.0,2015,100.0,100.0,13.170526315789473,19.0,0
F,28.0,65000.0,2018,100.0,60.0,4.25125,8.0,4
F,20.0,55000.0,2017,75.0,50.0,20.262500000000003,8.0,4
M,74.0,34000.0,2017,100.0,0.0,2.2700000000000005,5.0,3
M,67.0,73000.0,2013,66.66666666666666,66.66666666666666,17.955000000000002,4.0,0
M,86.0,55000.0,2017,100.0,25.0,3.1978947368421053,19.0,1
M,58.0,83000.0,2017,80.0,40.0,27.746666666666666,3.0,3
M,67.0,41000.0,2017,66.66666666666666,0.0,1.4660000000000002,5.0,6
F,58.0,92000.0,2017,100.0,100.0,23.429000000000002,10.0,0
F,54.0,82000.0,2017,40.0,40.0,20.207,10.0,2
F,56.0,55000.0,2016,33.33333333333333,66.66666666666666,15.213333333333333,12.0,4
M,58.0,41000.0,2018,66.66666666666666,33.33333333333333,3.8600000000000003,5.0,6
F,56.0,91000.0,2018,80.0,40.0,23.465,2.0,3
M,63.0,61000.0,2018,80.0,0.0,2.6566666666666667,3.0,3
O,48.0,80000.0,2016,80.0,80.0,17.34,6.0,0
M,63.0,96000.0,2017,100.0,66.66666666666666,24.233333333333334,3.0,0
F,79.0,94000.0,2013,100.0,100.0,23.115000000000002,10.0,0
M,47.0,92000.0,2018,100.0,0.0,22.194,5.0,3
M,57.0,110000.0,2017,50.0,50.0,27.244615384615386,13.0,2
F,63.0,74000.0,2016,83.33333333333334,66.66666666666666,21.484444444444446,9.0,0
M,79.0,64000.0,2018,50.0,0.0,2.55,4.0,6
M,54.0,92000.0,2015,33.33333333333333,100.0,24.72,3.0,2
M,53.0,33000.0,2017,66.66666666666666,83.33333333333334,9.611818181818181,11.0,4
M,53.0,96000.0,2017,100.0,0.0,25.509999999999998,4.0,3
F,70.0,58000.0,2015,100.0,60.0,12.619,10.0,0
F,47.0,77000.0,2016,100.0,66.66666666666666,17.767272727272726,11.0,0
M,42.0,60000.0,2016,75.0,50.0,12.5425,4.0,3
M,61.0,100000.0,2015,83.33333333333334,50.0,100.34100000000001,10.0,5
M,30.0,35000.0,2018,100.0,50.0,6.025999999999999,5.0,3
M,59.0,108000.0,2017,50.0,83.33333333333334,28.77,3.0,2
M,38.0,38000.0,2018,80.0,100.0,30.204375,16.0,4
M,69.0,36000.0,2015,75.0,0.0,2.9863157894736845,19.0,1
M,31.0,55000.0,2016,50.0,50.0,14.3125,12.0,4
F,58.0,37000.0,2018,100.0,50.0,11.087499999999999,12.0,4
F,74.0,61000.0,2018,100.0,20.0,16.7275,4.0,3
M,66.0,72000.0,2016,100.0,50.0,15.562500000000002,8.0,0
F,65.0,88000.0,2017,80.0,60.0,27.825,6.0,2
F,56.0,83000.0,2016,40.0,80.0,22.356666666666666,6.0,2
M,63.0,51000.0,2018,75.0,0.0,0.875,2.0,6
F,38.0,69000.0,2018,100.0,100.0,18.978571428571428,14.0,4
F,70.0,78000.0,2017,83.33333333333334,66.66666666666666,31.44,1.0,2
F,64.0,70000.0,2014,83.33333333333334,100.0,19.66,9.0,0
F,43.0,47000.0,2018,100.0,66.66666666666666,9.213333333333333,6.0,3
M,47.0,69000.0,2016,100.0,60.0,3.8115,20.0,4
M,49.0,91000.0,2015,50.0,75.0,23.010000000000005,9.0,2
F,64.0,59000.0,2014,80.0,40.0,2.4008333333333334,12.0,1
F,50.0,67000.0,2015,100.0,100.0,19.151000000000003,10.0,0
O,32.0,54000.0,2016,100.0,33.33333333333333,10.881111111111109,9.0,4
F,56.0,106000.0,2017,60.0,40.0,28.304285714285715,7.0,2
M,53.0,69000.0,2016,75.0,100.0,16.19875,8.0,0
M,33.0,68000.0,2017,100.0,50.0,18.28,3.0,3
M,25.0,56000.0,2015,40.0,60.0,11.4775,8.0,1
O,59.0,73000.0,2017,100.0,80.0,19.94125,8.0,0
F,58.0,77000.0,2017,66.66666666666666,100.0,20.24461538461538,13.0,0
F,73.0,67000.0,2015,100.0,75.0,14.542500000000004,12.0,0
M,45.0,52000.0,2017,100.0,0.0,13.89,6.0,3
F,22.0,50000.0,2017,50.0,0.0,4.029999999999999,5.0,6
F,50.0,110000.0,2017,83.33333333333334,100.0,23.84857142857143,7.0,0
M,57.0,33000.0,2017,100.0,0.0,3.5983333333333327,6.0,3
M,56.0,56000.0,2015,66.66666666666666,50.0,4.4015,20.0,1
F,68.0,115000.0,2017,60.0,60.0,25.41,4.0,2
M,36.0,67000.0,2018,33.33333333333333,0.0,3.8160000000000003,5.0,6
M,66.0,50000.0,2015,100.0,0.0,4.06375,8.0,1
F,68.0,117000.0,2018,50.0,66.66666666666666,29.057499999999997,4.0,2
F,84.0,68000.0,2018,100.0,50.0,18.054285714285715,7.0,3
F,74.0,52000.0,2018,50.0,0.0,2.5733333333333337,6.0,6
