,gender,age,income,year_joined
1019,M,52.0,104000.0,2016
1020,F,73.0,75000.0,2018
1021,M,36.0,52000.0,2018
1022,M,28.0,51000.0,2013
1024,F,69.0,84000.0,2016
1025,F,33.0,56000.0,2017
1026,F,39.0,35000.0,2017
1027,F,51.0,84000.0,2017
1028,M,79.0,50000.0,2016
1029,M,40.0,44000.0,2016
1030,F,59.0,109000.0,2015
1031,M,54.0,75000.0,2017
1032,M,32.0,48000.0,2018
1033,M,37.0,57000.0,2017
1034,F,49.0,79000.0,2018
1035,M,66.0,69000.0,2017
1036,M,67.0,35000.0,2018
1037,M,47.0,38000.0,2017
1038,M,57.0,41000.0,2018
1039,M,31.0,45000.0,2018
1040,M,55.0,52000.0,2018
1041,M,81.0,74000.0,2018
1042,M,43.0,51000.0,2018
1043,F,76.0,85000.0,2014
1044,F,64.0,83000.0,2016
1045,F,61.0,80000.0,2017
1046,F,44.0,41000.0,2018
1047,F,72.0,39000.0,2017
1048,M,53.0,61000.0,2018
1049,M,50.0,62000.0,2015
1054,F,50.0,98000.0,2017
1055,F,81.0,57000.0,2018
1056,F,44.0,36000.0,2017
1057,O,81.0,57000.0,2018
1058,F,49.0,54000.0,2017
1059,F,61.0,108000.0,2016
1060,F,38.0,72000.0,2017
1061,M,58.0,77000.0,2017
1063,M,77.0,58000.0,2015
1064,F,63.0,31000.0,2017
1065,F,64.0,102000.0,2016
1066,F,33.0,43000.0,2015
1067,M,39.0,64000.0,2018
1068,M,61.0,34000.0,2013
1071,F,63.0,96000.0,2016
1072,M,63.0,34000.0,2017
1073,M,28.0,67000.0,2017
1074,M,46.0,32000.0,2017
1075,F,20.0,59000.0,2017
1076,M,70.0,98000.0,2017
1077,F,83.0,34000.0,2017
1078,F,20.0,62000.0,2016
1079,F,73.0,89000.0,2017
1080,M,29.0,67000.0,2017
1081,F,24.0,53000.0,2018
1083,M,98.0,52000.0,2018
1084,F,28.0,68000.0,2017
1085,M,43.0,88000.0,2018
1087,M,60.0,51000.0,2017
1088,F,59.0,72000.0,2017
1089,F,81.0,62000.0,2013
1090,F,65.0,51000.0,2017
1092,M,76.0,99000.0,2015
1093,M,66.0,74000.0,2017
1095,M,62.0,76000.0,2015
1096,M,41.0,41000.0,2017
1097,F,33.0,41000.0,2017
1098,F,52.0,89000.0,2016
1099,F,38.0,50000.0,2017
1100,M,57.0,83000.0,2016
1101,M,60.0,93000.0,2013
1102,M,41.0,71000.0,2017
1104,F,47.0,59000.0,2015
1105,M,53.0,91000.0,2018
1106,M,19.0,67000.0,2017
1107,F,55.0,47000.0,2016
1108,F,39.0,90000.0,2016
1109,M,50.0,42000.0,2017
1112,M,42.0,48000.0,2017
1113,M,56.0,32000.0,2018
1114,M,59.0,86000.0,2015
1115,M,60.0,92000.0,2018
1116,F,58.0,77000.0,2016
1117,F,64.0,33000.0,2017
1118,M,56.0,49000.0,2015
1119,M,77.0,73000.0,2013
1120,M,58.0,39000.0,2017
1121,F,69.0,74000.0,2016
1122,M,62.0,92000.0,2016
1123,M,79.0,71000.0,2017
1124,F,53.0,31000.0,2017
1125,M,64.0,60000.0,2016
1126,F,49.0,52000.0,2017
1127,M,22.0,54000.0,2017
1128,M,79.0,42000.0,2016
1129,F,38.0,60000.0,2017
1130,F,64.0,88000.0,2018
1131,F,81.0,71000.0,2016
1132,F,47.0,40000.0,2013
1135,M,20.0,40000.0,2017
1136,F,83.0,69000.0,2017
1137,M,56.0,57000.0,2014
1139,M,37.0,46000.0,2014
1140,F,44.0,71000.0,2018
1141,F,22.0,51000.0,2017
1142,M,51.0,53000.0,2017
1143,M,42.0,33000.0,2018
1144,M,48.0,39000.0,2018
1145,M,78.0,44000.0,2018
1146,M,67.0,69000.0,2015
1147,M,33.0,54000.0,2018
1148,F,83.0,58000.0,2017
1149,M,74.0,61000.0,2018
1150,M,34.0,72000.0,2014
1151,F,57.0,72000.0,2015
1152,F,29.0,39000.0,2014
1153,M,68.0,52000.0,2018
1154,F,21.0,31000.0,2016
1155,M,20.0,33000.0,2018
1156,F,62.0,74000.0,2017
1157,M,31.0,60000.0,2017
1158,M,46.0,75000.0,2017
1159,F,70.0,67000.0,2016
1160,F,54.0,53000.0,2016
1161,M,53.0,83000.0,2017
1163,F,67.0,102000.0,2018
1164,M,30.0,53000.0,2018
1165,F,76.0,109000.0,2017
1166,F,57.0,89000.0,2016
1167,M,36.0,37000.0,2015
1168,M,42.0,50000.0,2018
1169,M,54.0,95000.0,2016
1170,M,19.0,34000.0,2015
1171,F,100.0,118000.0,2017
1172,F,59.0,111000.0,2016
1173,M,72.0,53000.0,2018
1174,F,38.0,63000.0,2017
1175,F,20.0,39000.0,2017
1176,M,42.0,78000.0,2016
1177,M,51.0,66000.0,2017
1178,M,70.0,35000.0,2017
1179,M,38.0,56000.0,2015
1180,M,85.0,95000.0,2017
1181,M,53.0,92000.0,2015
1182,M,51.0,61000.0,2015
1183,M,26.0,63000.0,2017
1184,M,40.0,70000.0,2018
1185,M,75.0,50000.0,2013
1186,M,40.0,99000.0,2013
1187,F,81.0,33000.0,2015
1189,M,78.0,42000.0,2017
1190,M,53.0,100000.0,2016
1191,M,49.0,79000.0,2016
1192,M,58.0,31000.0,2017
1193,M,59.0,73000.0,2017
1194,F,58.0,95000.0,2017
1195,F,36.0,77000.0,2016
1197,M,66.0,56000.0,2018
1198,M,71.0,84000.0,2017
1199,M,83.0,52000.0,2017
1200,M,52.0,65000.0,2013
1202,F,61.0,109000.0,2017
1203,M,49.0,74000.0,2014
1204,F,70.0,87000.0,2016
1205,F,53.0,104000.0,2017
1206,F,59.0,73000.0,2016
1207,F,21.0,63000.0,2017
1208,F,53.0,87000.0,2017
1209,M,32.0,45000.0,2016
1210,F,63.0,51000.0,2018
1211,F,75.0,72000.0,2015
1212,M,56.0,52000.0,2018
1213,M,49.0,45000.0,2015
1214,M,42.0,93000.0,2015
1216,M,55.0,71000.0,2017
1217,M,44.0,55000.0,2015
1220,M,70.0,60000.0,2015
1221,M,62.0,31000.0,2018
1222,M,96.0,82000.0,2016
1223,M,65.0,116000.0,2017
1224,F,51.0,85000.0,2016
1225,F,44.0,63000.0,2017
1226,F,39.0,31000.0,2015
1227,F,40.0,41000.0,2016
1228,F,33.0,64000.0,2018
1229,F,76.0,64000.0,2016
1230,M,26.0,62000.0,2018
1231,M,65.0,31000.0,2016
1233,F,64.0,86000.0,2016
1234,M,75.0,36000.0,2018
1235,F,75.0,99000.0,2018
1236,F,58.0,81000.0,2017
1237,M,25.0,50000.0,2017
1238,M,19.0,46000.0,2017
1239,F,26.0,69000.0,2018
1240,M,58.0,75000.0,2016
1241,F,69.0,67000.0,2014
1242,M,58.0,93000.0,2018
1243,M,48.0,52000.0,2016
1244,F,26.0,55000.0,2018
1245,F,35.0,58000.0,2017
1246,M,63.0,46000.0,2015
1247,F,24.0,75000.0,2017
1249,F,48.0,71000.0,2017
1250,M,55.0,79000.0,2016
1251,M,58.0,44000.0,2016
1253,F,75.0,75000.0,2017
1254,F,55.0,89000.0,2015
1255,M,84.0,53000.0,2017
1256,F,79.0,102000.0,2017
1257,M,66.0,96000.0,2016
1258,F,67.0,61000.0,2017
1259,F,69.0,73000.0,2016
1260,M,66.0,62000.0,2015
1261,F,72.0,116000.0,2016
1262,F,69.0,53000.0,2017
1263,M,60.0,41000.0,2017
1264,M,84.0,72000.0,2017
1265,F,53.0,68000.0,2017
1266,F,81.0,111000.0,2015
1267,M,53.0,62000.0,2014
1268,M,64.0,56000.0,2017
1269,M,70.0,52000.0,2018
1270,F,52.0,60000.0,2015
1272,M,18.0,46000.0,2018
1273,F,54.0,37000.0,2017
1274,F,56.0,40000.0,2015
1275,F,68.0,88000.0,2017
1276,M,30.0,55000.0,2018
1277,M,59.0,32000.0,2017
1278,M,50.0,33000.0,2018
1279,M,30.0,41000.0,2013
1280,M,76.0,43000.0,2018
1281,M,34.0,39000.0,2018
1282,M,74.0,75000.0,2016
1283,M,56.0,77000.0,2016
1284,F,87.0,58000.0,2016
1285,M,80.0,60000.0,2018
1286,M,64.0,53000.0,2016
1288,M,22.0,66000.0,2018
1289,F,49.0,102000.0,2018
1290,M,66.0,35000.0,2018
1291,M,70.0,70000.0,2016
1293,M,52.0,83000.0,2016
1294,M,60.0,54000.0,2017
1295,M,65.0,52000.0,2015
1296,M,43.0,59000.0,2016
1297,M,24.0,40000.0,2018
1298,M,65.0,42000.0,2018
1300,M,25.0,35000.0,2014
1301,M,76.0,56000.0,2015
1302,M,73.0,73000.0,2018
1303,F,62.0,107000.0,2016
1306,M,48.0,39000.0,2017
1307,M,20.0,75000.0,2018
1308,F,60.0,77000.0,2017
1309,M,66.0,58000.0,2018
1310,M,48.0,57000.0,2017
1311,M,80.0,39000.0,2013
1312,F,46.0,45000.0,2017
1314,F,61.0,98000.0,2018
1315,F,70.0,71000.0,2017
1316,F,63.0,100000.0,2016
1317,F,30.0,63000.0,2017
1318,M,61.0,71000.0,2017
1319,M,55.0,74000.0,2017
1320,F,53.0,99000.0,2016
1321,M,50.0,31000.0,2017
1322,M,68.0,81000.0,2016
1323,F,19.0,67000.0,2015
1324,F,44.0,61000.0,2017
1326,M,65.0,35000.0,2017
1327,M,72.0,95000.0,2016
1328,M,58.0,47000.0,2015
1329,M,66.0,70000.0,2016
1330,F,67.0,110000.0,2015
1331,M,72.0,56000.0,2017
1332,M,58.0,31000.0,2015
1333,F,63.0,56000.0,2017
1334,M,74.0,52000.0,2017
1335,M,50.0,86000.0,2016
1336,M,35.0,73000.0,2018
1337,F,51.0,76000.0,2018
1339,M,48.0,57000.0,2018
1340,M,62.0,68000.0,2014
1341,F,71.0,108000.0,2017
1342,M,42.0,57000.0,2014
1343,F,78.0,89000.0,2017
1345,F,81.0,119000.0,2017
1346,F,64.0,71000.0,2017
1347,M,43.0,56000.0,2017
1348,F,48.0,93000.0,2015
1349,O,35.0,54000.0,2017
1350,M,40.0,79000.0,2016
1352,F,54.0,73000.0,2017
1353,M,53.0,115000.0,2017
1354,M,63.0,47000.0,2013
1355,F,64.0,68000.0,2016
1356,O,56.0,33000.0,2018
1357,M,71.0,73000.0,2015
1358,M,78.0,77000.0,2016
1360,M,43.0,32000.0,2015
1361,F,35.0,52000.0,2013
1362,M,67.0,82000.0,2016
1363,F,86.0,93000.0,2015
1365,F,53.0,114000.0,2016
1366,F,45.0,33000.0,2017
1367,M,49.0,40000.0,2017
1368,M,37.0,66000.0,2017
1369,F,81.0,88000.0,2015
1370,F,33.0,41000.0,2017
1371,F,48.0,74000.0,2017
1372,F,54.0,92000.0,2017
1374,F,88.0,55000.0,2017
1376,F,22.0,65000.0,2016
1378,F,62.0,98000.0,2016
1379,M,41.0,60000.0,2016
1380,F,60.0,53000.0,2015
1382,M,75.0,64000.0,2016
1383,F,51.0,100000.0,2018
1384,F,60.0,32000.0,2018
1385,M,80.0,70000.0,2015
1386,M,19.0,59000.0,2018
1387,M,53.0,34000.0,2014
1388,M,41.0,53000.0,2017
1390,F,55.0,52000.0,2016
1391,M,66.0,86000.0,2017
1392,F,42.0,59000.0,2017
1393,M,77.0,61000.0,2018
1394,M,59.0,63000.0,2018
1395,F,77.0,87000.0,2016
1396,F,58.0,93000.0,2017
1398,F,53.0,99000.0,2016
1399,M,43.0,33000.0,2018
1400,M,50.0,39000.0,2016
1401,F,56.0,76000.0,2017
1402,M,62.0,50000.0,2017
1403,M,64.0,36000.0,2017
1404,M,31.0,44000.0,2018
1405,M,56.0,99000.0,2016
1406,F,60.0,99000.0,2018
1407,M,51.0,63000.0,2017
1408,M,71.0,32000.0,2017
1409,M,80.0,51000.0,2018
1410,F,67.0,87000.0,2017
1411,F,76.0,98000.0,2015
1412,M,29.0,59000.0,2017
1413,F,63.0,81000.0,2018
1414,F,64.0,76000.0,2017
1416,M,22.0,56000.0,2014
1417,F,52.0,80000.0,2017
1418,F,82.0,99000.0,2016
1419,F,63.0,86000.0,2017
1421,M,27.0,70000.0,2018
1423,M,82.0,86000.0,2017
1424,F,55.0,81000.0,2017
1427,F,60.0,115000.0,2017
1428,F,67.0,81000.0,2018
1429,M,44.0,55000.0,2017
1431,M,19.0,46000.0,2015
1433,M,62.0,114000.0,2018
1435,F,57.0,70000.0,2016
1436,M,75.0,71000.0,2017
1437,M,52.0,73000.0,2017
1438,M,69.0,80000.0,2017
1440,F,50.0,70000.0,2017
1441,M,63.0,40000.0,2017
1442,F,66.0,62000.0,2018
1443,F,45.0,61000.0,2016
1444,F,63.0,31000.0,2016
1445,M,82.0,62000.0,2017
1446,M,70.0,47000.0,2017
1447,F,60.0,101000.0,2017
1448,F,85.0,75000.0,2017
1449,M,57.0,69000.0,2017
1450,M,28.0,41000.0,2016
1451,M,59.0,68000.0,2015
1452,M,57.0,83000.0,2016
1453,M,38.0,46000.0,2015
1455,M,44.0,47000.0,2016
1456,M,24.0,63000.0,2018
1457,M,76.0,36000.0,2018
1459,M,33.0,33000.0,2018
1460,F,71.0,72000.0,2017
1461,M,28.0,60000.0,2016
1462,F,63.0,58000.0,2018
1463,M,42.0,74000.0,2017
1464,F,55.0,53000.0,2018
1465,F,53.0,84000.0,2017
1466,M,64.0,61000.0,2018
1467,M,54.0,46000.0,2014
1469,F,93.0,59000.0,2016
1470,F,24.0,33000.0,2018
1471,F,48.0,82000.0,2015
1472,M,28.0,48000.0,2018
1473,F,51.0,98000.0,2017
1474,M,55.0,91000.0,2016
1475,M,23.0,42000.0,2016
1476,F,51.0,56000.0,2017
1477,O,20.0,33000.0,2018
1478,M,83.0,39000.0,2015
1479,M,63.0,89000.0,2017
1482,M,53.0,50000.0,2016
1483,O,47.0,39000.0,2016
1484,M,86.0,55000.0,2016
1485,M,37.0,64000.0,2018
1486,F,49.0,104000.0,2017
1487,M,61.0,81000.0,2016
1488,M,66.0,42000.0,2017
1489,F,37.0,60000.0,2015
1490,M,70.0,73000.0,2018
1491,F,65.0,53000.0,2017
1492,M,45.0,67000.0,2017
1493,M,40.0,57000.0,2018
1495,F,62.0,55000.0,2018
1496,M,42.0,52000.0,2017
1497,M,64.0,108000.0,2016
1498,M,70.0,105000.0,2017
1499,M,29.0,41000.0,2017
1500,M,37.0,69000.0,2016
1501,M,59.0,74000.0,2017
1502,M,20.0,62000.0,2016
1503,M,47.0,54000.0,2018
1504,M,37.0,48000.0,2018
1505,M,89.0,82000.0,2018
1506,M,23.0,34000.0,2017
1507,M,55.0,80000.0,2017
1508,F,48.0,46000.0,2018
1509,M,42.0,48000.0,2015
1510,F,52.0,114000.0,2016
1511,M,38.0,47000.0,2016
1512,M,35.0,42000.0,2017
1513,M,53.0,104000.0,2015
1514,F,82.0,65000.0,2015
1515,M,32.0,57000.0,2015
1517,M,28.0,33000.0,2018
1518,F,62.0,96000.0,2017
1520,F,92.0,63000.0,2018
1522,M,49.0,67000.0,2017
1523,M,82.0,115000.0,2017
1524,M,41.0,57000.0,2014
1525,M,75.0,89000.0,2016
1526,M,61.0,35000.0,2017
1527,F,61.0,49000.0,2015
1528,F,30.0,56000.0,2016
1529,M,54.0,72000.0,2013
1531,F,52.0,84000.0,2017
1532,M,43.0,42000.0,2018
1533,M,32.0,52000.0,2014
1534,F,35.0,74000.0,2017
1535,M,31.0,69000.0,2014
1536,M,50.0,59000.0,2016
1537,F,38.0,59000.0,2013
1538,F,57.0,53000.0,2016
1539,F,50.0,58000.0,2018
1540,M,24.0,65000.0,2015
1541,O,64.0,31000.0,2018
1542,M,56.0,49000.0,2015
1543,M,20.0,67000.0,2016
1544,F,65.0,53000.0,2016
1546,M,33.0,42000.0,2017
1547,M,60.0,83000.0,2018
1548,F,67.0,107000.0,2017
1549,M,51.0,34000.0,2017
1551,M,49.0,70000.0,2018
1552,M,63.0,77000.0,2017
1553,M,75.0,97000.0,2015
1555,M,91.0,78000.0,2015
1556,F,101.0,43000.0,2017
1557,M,42.0,62000.0,2018
1558,F,52.0,80000.0,2015
1559,M,57.0,66000.0,2017
1560,M,72.0,79000.0,2015
1561,M,66.0,47000.0,2016
1562,M,37.0,72000.0,2018
1565,M,76.0,64000.0,2015
1567,M,56.0,82000.0,2016
1568,M,55.0,63000.0,2017
1569,M,36.0,47000.0,2017
1570,M,64.0,90000.0,2016
1571,M,23.0,60000.0,2017
1572,M,30.0,35000.0,2017
1573,M,67.0,57000.0,2018
1575,M,42.0,49000.0,2016
1576,M,41.0,65000.0,2017
1577,F,28.0,57000.0,2018
1579,F,64.0,93000.0,2018
1581,F,51.0,80000.0,2017
1582,M,82.0,60000.0,2014
1583,F,54.0,112000.0,2017
1585,M,28.0,59000.0,2018
1586,M,68.0,85000.0,2015
1588,F,37.0,51000.0,2016
1589,F,55.0,95000.0,2013
1591,F,61.0,73000.0,2016
1592,M,63.0,70000.0,2017
1593,F,69.0,85000.0,2015
1594,M,80.0,50000.0,2016
1595,F,63.0,72000.0,2017
1596,F,63.0,99000.0,2017
1597,F,33.0,56000.0,2017
1598,M,67.0,71000.0,2017
1599,F,78.0,72000.0,2017
1600,M,20.0,33000.0,2017
1601,F,54.0,77000.0,2015
1602,M,33.0,52000.0,2016
1603,M,71.0,56000.0,2018
1604,M,54.0,80000.0,2017
1605,F,87.0,85000.0,2016
1606,M,43.0,63000.0,2018
1607,M,51.0,33000.0,2014
1608,F,46.0,42000.0,2013
1609,F,52.0,58000.0,2014
1610,M,55.0,61000.0,2015
1611,M,40.0,87000.0,2017
1612,F,100.0,109000.0,2018
1613,F,24.0,52000.0,2015
1614,F,64.0,79000.0,2015
1616,F,49.0,67000.0,2017
1617,F,44.0,69000.0,2017
1618,F,49.0,65000.0,2016
1619,M,33.0,53000.0,2016
1620,F,50.0,94000.0,2015
1621,M,39.0,32000.0,2018
1622,F,52.0,66000.0,2016
1623,F,74.0,42000.0,2017
1624,M,43.0,70000.0,2014
1625,M,63.0,97000.0,2017
1626,M,53.0,92000.0,2017
1627,M,52.0,52000.0,2018
1628,M,82.0,97000.0,2015
1629,M,67.0,65000.0,2014
1630,M,66.0,65000.0,2017
1631,F,57.0,73000.0,2017
1633,M,32.0,55000.0,2017
1634,M,68.0,57000.0,2015
1635,M,81.0,62000.0,2016
1636,M,75.0,80000.0,2016
1637,M,88.0,67000.0,2017
1638,F,94.0,88000.0,2016
1640,M,24.0,72000.0,2018
1641,M,54.0,71000.0,2017
1642,F,75.0,80000.0,2017
1643,F,77.0,111000.0,2018
1644,M,83.0,100000.0,2017
1646,O,57.0,32000.0,2018
1648,M,59.0,30000.0,2017
1649,O,35.0,31000.0,2017
1650,M,32.0,47000.0,2015
1651,M,76.0,51000.0,2017
1652,F,77.0,63000.0,2018
1653,F,37.0,92000.0,2018
1654,M,43.0,39000.0,2015
1655,M,59.0,69000.0,2015
1656,F,57.0,97000.0,2017
1657,M,71.0,96000.0,2015
1658,M,61.0,50000.0,2016
1660,F,78.0,79000.0,2015
1661,F,29.0,37000.0,2017
1662,F,61.0,75000.0,2015
1663,F,69.0,72000.0,2016
1664,M,76.0,76000.0,2017
1666,M,53.0,66000.0,2013
1667,M,51.0,81000.0,2017
1669,M,48.0,62000.0,2017
1670,F,56.0,58000.0,2015
1671,M,78.0,77000.0,2017
1672,F,71.0,68000.0,2016
1673,F,72.0,75000.0,2017
1674,M,56.0,54000.0,2017
1675,M,56.0,49000.0,2016
1676,M,75.0,110000.0,2017
1678,F,86.0,40000.0,2016
1679,M,35.0,33000.0,2014
1680,M,95.0,90000.0,2016
1682,M,90.0,38000.0,2016
1683,M,50.0,62000.0,2018
1685,F,38.0,75000.0,2018
1686,F,47.0,61000.0,2018
1688,M,63.0,97000.0,2014
1689,M,67.0,97000.0,2017
1690,F,73.0,85000.0,2016
1691,F,22.0,65000.0,2016
1692,M,78.0,64000.0,2016
1693,F,40.0,78000.0,2017
1694,M,69.0,52000.0,2016
1695,M,65.0,116000.0,2017
1696,M,48.0,39000.0,2013
1697,F,30.0,40000.0,2015
1698,M,54.0,58000.0,2018
1699,F,46.0,94000.0,2016
1701,M,39.0,37000.0,2017
1702,M,54.0,39000.0,2017
1703,M,57.0,61000.0,2015
1704,F,48.0,46000.0,2018
1705,M,68.0,57000.0,2018
1706,F,33.0,71000.0,2016
1707,M,25.0,70000.0,2018
1708,F,35.0,58000.0,2015
1709,F,55.0,53000.0,2015
1711,F,53.0,100000.0,2017
1712,M,72.0,64000.0,2017
1713,M,37.0,56000.0,2017
1714,M,53.0,75000.0,2018
1715,F,40.0,69000.0,2017
1716,M,68.0,39000.0,2014
1717,F,50.0,99000.0,2017
1718,M,52.0,93000.0,2014
1719,M,48.0,58000.0,2016
1720,F,63.0,94000.0,2016
1721,M,51.0,97000.0,2017
1722,F,64.0,72000.0,2016
1723,M,83.0,103000.0,2016
1724,M,40.0,71000.0,2016
1725,F,23.0,68000.0,2017
1726,F,63.0,36000.0,2016
1727,M,58.0,50000.0,2018
1728,F,67.0,101000.0,2017
1729,F,65.0,96000.0,2017
1730,F,56.0,80000.0,2018
1731,M,28.0,75000.0,2017
1732,F,64.0,79000.0,2016
1733,F,57.0,32000.0,2017
1734,M,34.0,43000.0,2017
1735,M,65.0,59000.0,2018
1736,M,23.0,54000.0,2017
1737,M,58.0,95000.0,2017
1739,F,57.0,32000.0,2018
1740,F,65.0,72000.0,2018
1741,M,70.0,76000.0,2017
1742,F,67.0,96000.0,2017
1743,M,51.0,118000.0,2016
1744,M,31.0,33000.0,2017
1745,F,63.0,101000.0,2016
1746,M,51.0,54000.0,2014
1747,M,72.0,67000.0,2017
1748,F,73.0,106000.0,2017
1749,M,70.0,99000.0,2015
1750,M,62.0,67000.0,2018
1752,M,81.0,72000.0,2013
1753,F,75.0,51000.0,2017
1754,F,49.0,55000.0,2016
1755,M,77.0,103000.0,2018
1756,M,26.0,56000.0,2013
1757,M,31.0,73000.0,2018
1758,M,54.0,68000.0,2016
1760,M,37.0,46000.0,2018
1761,M,36.0,61000.0,2016
1762,F,41.0,49000.0,2018
1763,F,81.0,52000.0,2015
1764,M,62.0,71000.0,2016
1765,F,85.0,75000.0,2015
1766,F,53.0,75000.0,2015
1768,M,71.0,55000.0,2017
1769,F,71.0,73000.0,2015
1770,M,23.0,35000.0,2017
1771,F,83.0,58000.0,2013
1773,M,65.0,90000.0,2014
1774,M,70.0,50000.0,2017
1776,F,67.0,98000.0,2017
1777,M,72.0,33000.0,2018
1779,M,89.0,36000.0,2015
1780,M,75.0,49000.0,2017
1781,F,49.0,95000.0,2016
1782,M,31.0,43000.0,2018
1783,M,66.0,68000.0,2017
1784,M,47.0,44000.0,2018
1785,F,69.0,36000.0,2016
1786,M,44.0,36000.0,2016
1787,M,65.0,55000.0,2018
1788,F,58.0,62000.0,2017
1789,F,62.0,40000.0,2016
1790,F,72.0,41000.0,2013
1791,M,51.0,87000.0,2017
1792,M,22.0,68000.0,2015
1793,M,61.0,35000.0,2016
1794,M,50.0,57000.0,2016
1795,M,76.0,40000.0,2016
1797,M,40.0,52000.0,2017
1798,M,53.0,60000.0,2018
1799,F,68.0,86000.0,2016
1800,M,22.0,62000.0,2015
1801,F,48.0,72000.0,2017
1802,M,60.0,55000.0,2017
1803,M,53.0,95000.0,2016
1804,F,43.0,39000.0,2017
1805,M,61.0,109000.0,2017
1806,F,65.0,105000.0,2017
1808,M,71.0,90000.0,2017
1809,F,69.0,89000.0,2016
1810,M,79.0,113000.0,2016
1811,F,69.0,109000.0,2017
1812,M,21.0,31000.0,2016
1813,F,69.0,31000.0,2016
1814,F,52.0,61000.0,2014
1815,M,46.0,36000.0,2018
1816,F,53.0,88000.0,2017
1817,F,47.0,65000.0,2016
1819,F,84.0,108000.0,2016
1820,F,36.0,80000.0,2015
1821,M,77.0,53000.0,2018
1822,M,37.0,67000.0,2018
1823,F,52.0,97000.0,2018
1824,M,65.0,57000.0,2018
1825,M,59.0,65000.0,2017
1826,M,27.0,37000.0,2017
1827,F,59.0,71000.0,2016
1828,M,52.0,66000.0,2015
1829,M,64.0,98000.0,2016
1830,M,39.0,57000.0,2017
1831,M,44.0,97000.0,2016
1832,F,54.0,74000.0,2016
1833,M,74.0,72000.0,2017
1834,F,69.0,83000.0,2015
1835,M,48.0,62000.0,2015
1836,M,57.0,34000.0,2014
1837,M,60.0,62000.0,2017
1838,F,45.0,48000.0,2014
1839,F,57.0,73000.0,2018
1840,F,75.0,56000.0,2018
1841,M,68.0,61000.0,2018
1843,M,29.0,38000.0,2018
1844,F,67.0,105000.0,2017
1846,F,53.0,95000.0,2016
1847,M,54.0,69000.0,2018
1848,F,39.0,70000.0,2017
1849,F,30.0,59000.0,2017
1850,M,54.0,30000.0,2015
1851,M,64.0,75000.0,2018
1852,M,18.0,49000.0,2015
1853,F,63.0,71000.0,2015
1854,M,34.0,36000.0,2014
1855,M,80.0,45000.0,2018
1856,F,48.0,33000.0,2017
1857,F,32.0,49000.0,2015
1858,M,33.0,34000.0,2017
1859,M,81.0,60000.0,2017
1860,F,61.0,52000.0,2017
1861,M,36.0,68000.0,2018
1862,M,57.0,61000.0,2016
1863,F,92.0,94000.0,2017
1864,F,70.0,80000.0,2017
1866,M,30.0,46000.0,2017
1867,F,41.0,54000.0,2015
1868,F,66.0,115000.0,2016
1869,F,72.0,65000.0,2017
1870,M,84.0,62000.0,2016
1871,M,47.0,53000.0,2017
1872,F,32.0,43000.0,2018
1873,F,52.0,73000.0,2018
1875,M,67.0,118000.0,2017
1876,M,23.0,34000.0,2017
1877,M,68.0,61000.0,2017
1878,F,70.0,86000.0,2016
1880,M,21.0,46000.0,2015
1881,M,79.0,40000.0,2018
1883,M,33.0,32000.0,2017
1884,F,67.0,58000.0,2017
1885,F,23.0,48000.0,2017
1886,F,45.0,62000.0,2016
1887,M,26.0,72000.0,2015
1888,M,36.0,60000.0,2017
1891,M,36.0,73000.0,2017
1892,M,74.0,73000.0,2018
1893,F,37.0,66000.0,2016
1894,M,68.0,67000.0,2018
1895,F,55.0,103000.0,2017
1896,M,40.0,59000.0,2016
1897,M,86.0,90000.0,2016
1898,M,46.0,46000.0,2016
1899,F,76.0,53000.0,2018
1900,M,37.0,39000.0,2014
1901,M,23.0,35000.0,2018
1902,M,47.0,76000.0,2017
1903,M,50.0,73000.0,2017
1904,M,43.0,56000.0,2015
1905,F,30.0,56000.0,2018
1906,M,69.0,53000.0,2016
1907,F,42.0,75000.0,2015
1908,M,62.0,56000.0,2015
1910,M,46.0,46000.0,2018
1911,M,85.0,85000.0,2016
1912,F,62.0,72000.0,2017
1913,M,67.0,60000.0,2017
1914,F,61.0,77000.0,2016
1915,M,56.0,97000.0,2017
1916,F,58.0,77000.0,2017
1917,F,59.0,49000.0,2016
1919,M,69.0,60000.0,2017
1920,F,37.0,80000.0,2015
1922,F,42.0,98000.0,2017
1923,M,60.0,76000.0,2018
1924,F,68.0,75000.0,2017
1925,M,25.0,50000.0,2017
1926,M,82.0,74000.0,2017
1927,M,20.0,59000.0,2014
1928,F,63.0,114000.0,2015
1929,M,49.0,72000.0,2017
1930,F,90.0,100000.0,2016
1931,M,71.0,43000.0,2017
1932,M,24.0,32000.0,2017
1933,F,63.0,75000.0,2018
1935,F,58.0,86000.0,2017
1936,M,49.0,52000.0,2017
1937,M,42.0,51000.0,2016
1938,M,51.0,67000.0,2015
1939,F,77.0,68000.0,2017
1940,M,41.0,35000.0,2018
1941,F,70.0,33000.0,2018
1942,F,35.0,70000.0,2017
1943,F,49.0,53000.0,2017
1944,M,36.0,75000.0,2016
1945,F,27.0,70000.0,2014
1946,M,74.0,84000.0,2015
1947,F,74.0,92000.0,2018
1948,M,64.0,37000.0,2017
1949,F,32.0,61000.0,2015
1951,M,54.0,35000.0,2018
1952,M,50.0,42000.0,2017
1953,M,69.0,51000.0,2018
1954,M,58.0,81000.0,2015
1955,F,58.0,55000.0,2018
